ORIGIN_MUNICIPIO,ORIGIN_COMUNA,ORIGIN_TIME,o_lat,o_long,DESTINATION_MUNICIPIO,DESTINATION_COMUNA,DESTINATION_TIME,d_lat,d_long,TRANSPORT_MODE_S1,TRIP_PURPOSE
Bogotá,San Cristóbal,18:00:00,4.530080497,-74.06023274,Bogotá,Tunjuelito,20:19:48,4.567954717,-74.12668288,MOTO,Casa
Bogotá,Bosa,07:00:00,4.632187933,-74.19011009,Bogotá,Engativa,08:00:00,4.661894433,-74.09954641,MOTO,Trabajo
Bogotá,Engativa,16:30:00,4.717119057,-74.11230729,Bogotá,Bosa,17:30:00,4.628582104,-74.21982483,MOTO,Casa
Bogotá,Kennedy,06:30:00,4.652336431,-74.1470746,Bogotá,Teusaquillo,07:48:00,4.651443481,-74.0930219,MOTO,Trabajo
Bogotá,Teusaquillo,16:12:00,4.639928451,-74.08284948,Bogotá,Kennedy,17:30:00,4.654151842,-74.1601081,MOTO,Casa
Bogotá,Antonio Nariño,09:07:12,4.593096687,-74.10231328,Bogotá,Candelaria,09:25:48,4.593777714,-74.07740486,MOTO,Trabajo
Bogotá,Kennedy,06:00:00,4.597172623,-74.13852256,Bogotá,Candelaria,06:40:12,4.600314951,-74.06499967,MOTO,Trabajo
Bogotá,Candelaria,12:04:48,4.592438464,-74.08019086,Bogotá,Kennedy,12:40:12,4.61067741,-74.16006156,MOTO,Casa
Bogotá,Kennedy,18:00:00,4.65786378,-74.15378581,Bogotá,Candelaria,18:40:12,4.598550943,-74.07256408,MOTO,Estudio
Bogotá,Candelaria,22:34:48,4.595550592,-74.07162564,Bogotá,Kennedy,23:30:00,4.643942825,-74.16884045,MOTO,Casa
Bogotá,Kennedy,12:15:00,4.630887536,-74.16571685,Bogotá,Kennedy,12:40:12,4.650646216,-74.1592422,MOTO,Trabajo
Bogotá,Kennedy,12:15:00,4.626087687,-74.13551899,Bogotá,Kennedy,12:40:12,4.607722674,-74.13369503,MOTO,Alguien
Bogotá,Kennedy,12:43:12,4.611879594,-74.130217,Bogotá,Kennedy,12:49:48,4.632909271,-74.14488296,MOTO,Casa
Bogotá,Puente Aranda,13:00:00,4.616516643,-74.10477711,Bogotá,Chapinero,13:40:12,4.659869525,-74.05217969,MOTO,Trabajo
Bogotá,Chapinero,22:19:48,4.656415143,-74.02988088,Bogotá,Puente Aranda,23:00:00,4.621878506,-74.09413507,MOTO,Casa
Bogotá,Tunjuelito,08:00:00,4.578677444,-74.12990097,Bogotá,Ciudad Bolivar,08:10:12,4.494049167,-74.12335597,MOTO,Estudio
Bogotá,Ciudad Bolivar,09:00:00,4.45020855,-74.1452506,Bogotá,Tunjuelito,09:10:12,4.588025602,-74.13637487,MOTO,Casa
Bogotá,Bosa,05:10:48,4.613370962,-74.18504698,Bogotá,Los Martires,05:55:12,4.618334916,-74.08182836,MOTO,Trabajo
Bogotá,Los Martires,18:00:00,4.610201213,-74.07717877,Bogotá,Bosa,19:33:00,4.63228669,-74.19409566,MOTO,Casa
Bogotá,Fontibon,06:00:00,4.70172129,-74.17044833,Bogotá,Kennedy,06:28:12,4.618922179,-74.1543285,MOTO,Trabajo
Bogotá,Kennedy,18:31:48,4.636377609,-74.14225173,Bogotá,Fontibon,19:00:00,4.660549064,-74.12996651,MOTO,Casa
Bogotá,Tunjuelito,08:00:00,4.566079735,-74.12866311,Bogotá,Los Martires,08:30:00,4.597934531,-74.08579484,MOTO,Trabajo
Bogotá,Los Martires,12:55:12,4.613480434,-74.09186725,Bogotá,Tunjuelito,13:25:12,4.576333149,-74.13354036,MOTO,Casa
Bogotá,Kennedy,02:04:48,4.647468718,-74.14756086,Bogotá,Fontibon,02:15:00,4.67184123,-74.15180749,MOTO,Trabajo
Bogotá,Fontibon,09:00:00,4.678325534,-74.16777306,Bogotá,Kennedy,10:22:48,4.657115505,-74.1492393,MOTO,Casa
Bogotá,Kennedy,17:30:00,4.626308122,-74.13728618,Bogotá,Kennedy,18:00:00,4.622516313,-74.14001784,MOTO,Trabajo
Bogotá,Kennedy,23:00:00,4.645945131,-74.17349782,Bogotá,Kennedy,23:30:00,4.599222407,-74.14080821,MOTO,Casa
Bogotá,Kennedy,04:30:00,4.625017278,-74.14219822,Bogotá,Usaquen,05:15:00,4.780961686,-74.04062277,MOTO,Trabajo
Bogotá,Usaquen,16:45:00,4.764133532,-74.01710878,Bogotá,Kennedy,17:30:00,4.65468478,-74.14173131,MOTO,Casa
Bogotá,San Cristóbal,06:30:00,4.558842013,-74.06260115,Bogotá,Teusaquillo,08:00:00,4.645091839,-74.10697502,MOTO,Trabajo
Bogotá,Teusaquillo,17:00:00,4.648588335,-74.0968785,Bogotá,San Cristóbal,18:30:00,4.571690273,-74.06069203,MOTO,Casa
Bogotá,Ciudad Bolivar,06:00:00,4.500648316,-74.17811591,Bogotá,Teusaquillo,07:45:00,4.65768691,-74.09861136,MOTO,Trabajo
Bogotá,Teusaquillo,17:15:00,4.648961616,-74.09435788,Bogotá,Ciudad Bolivar,19:00:00,4.520871409,-74.14044374,MOTO,Casa
Bogotá,Ciudad Bolivar,06:00:00,4.595848491,-74.15978286,Bogotá,Teusaquillo,07:55:12,4.627777061,-74.08365677,MOTO,Trabajo
Bogotá,Teusaquillo,17:04:48,4.638233123,-74.06820566,Bogotá,Ciudad Bolivar,19:00:00,4.554709801,-74.15672823,MOTO,Casa
Bogotá,Antonio Nariño,15:31:12,4.589494374,-74.08959023,Bogotá,Suba,16:30:00,4.718475024,-74.06000217,MOTO,Diligencia
Bogotá,Suba,16:39:00,4.716233079,-74.05391023,Bogotá,Antonio Nariño,17:28:48,4.590254619,-74.09666907,MOTO,Casa
Bogotá,Kennedy,05:00:00,4.654472331,-74.16498204,Bogotá,Suba,06:30:00,4.77927622,-74.07389264,MOTO,Trabajo
Bogotá,Suba,16:00:00,4.788130026,-74.07716233,Bogotá,Kennedy,19:00:00,4.607444587,-74.16164947,MOTO,Casa
Bogotá,Engativa,07:00:00,4.71164198,-74.11998929,Bogotá,Chapinero,07:45:00,4.647325623,-74.06345128,MOTO,Trabajo
Bogotá,Chapinero,16:00:00,4.655746102,-74.06213982,Bogotá,Engativa,16:49:48,4.677910269,-74.09287654,MOTO,Casa
Bogotá,San Cristóbal,03:30:00,4.55906263,-74.05811982,Bogotá,Santa Fe,05:30:00,4.599652518,-74.01683076,MOTO,Trabajo
Bogotá,Santa Fe,17:30:00,4.601881164,-74.01075185,Bogotá,San Cristóbal,19:30:00,4.571482556,-74.08632198,MOTO,Casa
Bogotá,Puente Aranda,06:00:00,4.61808378,-74.1148252,Bogotá,Usaquen,06:45:00,4.809308176,-74.01222582,MOTO,Estudio
Bogotá,Usaquen,15:15:00,4.680714193,-74.03397679,Bogotá,Puente Aranda,16:00:00,4.609335523,-74.10020058,MOTO,Casa
Bogotá,Ciudad Bolivar,05:19:48,4.503109713,-74.17520254,Bogotá,Fontibon,06:00:00,4.688270443,-74.16246735,MOTO,Trabajo
Bogotá,Fontibon,10:49:48,4.642458526,-74.12086193,Bogotá,Ciudad Bolivar,11:30:00,4.438370436,-74.17121485,MOTO,Casa
Bogotá,Ciudad Bolivar,11:30:00,4.505712397,-74.16808897,Bogotá,Puente Aranda,12:10:12,4.638315911,-74.10475112,MOTO,Trabajo
Bogotá,Puente Aranda,22:49:48,4.609202725,-74.11957559,Bogotá,Ciudad Bolivar,23:30:00,4.393245632,-74.17651695,MOTO,Casa
Bogotá,Usme,06:22:12,4.352799412,-74.14889192,Bogotá,Kennedy,08:00:00,4.621103162,-74.13606468,MOTO,Trabajo
Bogotá,Ciudad Bolivar,17:00:00,4.424880107,-74.1552323,Bogotá,Antonio Nariño,18:00:00,4.590904035,-74.11427436,MOTO,Estudio
Bogotá,Antonio Nariño,22:00:00,4.593136214,-74.09435239,Bogotá,Ciudad Bolivar,23:00:00,4.532337527,-74.15683814,MOTO,Casa
Bogotá,Ciudad Bolivar,18:30:00,4.460229817,-74.15571848,Bogotá,Antonio Nariño,19:19:48,4.589869793,-74.09733349,MOTO,Salud
Bogotá,Antonio Nariño,19:40:12,4.592736633,-74.10405509,Bogotá,Ciudad Bolivar,20:30:00,4.522852337,-74.18328618,MOTO,Casa
Bogotá,Bosa,06:00:00,4.626772757,-74.2054317,Bogotá,Bosa,06:15:00,4.604324124,-74.18700002,MOTO,Alguien
Bogotá,Bosa,06:15:00,4.601628442,-74.20039829,Bogotá,Bosa,06:30:00,4.619224216,-74.20564568,MOTO,Casa
Bogotá,Bosa,06:00:00,4.624324513,-74.22023724,Bogotá,Bosa,06:15:00,4.63198226,-74.20223667,MOTO,Estudio
Bogotá,Bosa,12:15:00,4.602381225,-74.1961893,Bogotá,Bosa,12:30:00,4.619977392,-74.19500935,MOTO,Casa
Bogotá,Kennedy,06:15:00,4.622944377,-74.13923492,Bogotá,Kennedy,07:30:00,4.65788905,-74.15192855,MOTO,Trabajo
Bogotá,Kennedy,17:15:00,4.630551443,-74.15135146,Bogotá,Kennedy,18:34:48,4.653250069,-74.14544359,MOTO,Casa
Bogotá,Puente Aranda,10:00:00,4.618242866,-74.12513387,Bogotá,Bosa,10:30:00,4.613213145,-74.18753204,MOTO,Diligencia
Bogotá,Bosa,10:40:12,4.620625163,-74.18741706,Bogotá,Usme,11:40:12,4.318515364,-74.17287242,MOTO,Trabajo
Bogotá,Usme,17:00:00,4.396491184,-74.1263405,Bogotá,Puente Aranda,20:30:00,4.625182467,-74.11375554,MOTO,Alguien
Bogotá,Puente Aranda,20:58:12,4.595509519,-74.13645146,Bogotá,Puente Aranda,21:03:00,4.635885247,-74.10335524,MOTO,Casa
Bogotá,Puente Aranda,13:30:00,4.618037238,-74.111929,Bogotá,Fontibon,13:49:48,4.690927472,-74.12238609,MOTO,Trabajo
Bogotá,Fontibon,22:00:00,4.688465529,-74.15950407,Bogotá,Puente Aranda,22:40:12,4.606680626,-74.11859031,MOTO,Casa
Bogotá,San Cristóbal,12:16:48,4.563167179,-74.0998107,Bogotá,Candelaria,13:04:48,4.598235711,-74.07491787,MOTO,Trabajo
Bogotá,Engativa,09:00:00,4.657032239,-74.1043779,Bogotá,Santa Fe,10:30:00,4.614636018,-74.05793413,MOTO,Trabajo
Bogotá,Santa Fe,17:49:48,4.605068585,-74.05224427,Bogotá,Engativa,19:19:48,4.688995662,-74.08057075,MOTO,Casa
Bogotá,Engativa,17:30:00,4.70127974,-74.11056793,Bogotá,Santa Fe,18:01:12,4.577074816,-74.03737247,MOTO,Estudio
Bogotá,Santa Fe,21:13:48,4.619472481,-74.05525878,Bogotá,Engativa,22:03:00,4.724473165,-74.11734599,MOTO,Casa
Bogotá,Ciudad Bolivar,17:00:00,4.47084115,-74.15430852,Bogotá,Kennedy,17:49:48,4.646617951,-74.16068304,MOTO,Trabajo
Bogotá,Puente Aranda,14:00:00,4.621233293,-74.09071088,Bogotá,Los Martires,14:30:00,4.618023985,-74.08694901,MOTO,Diligencia
Bogotá,Los Martires,15:10:12,4.602287763,-74.08769364,Bogotá,Puente Aranda,15:40:12,4.607808954,-74.10393085,MOTO,Casa
Bogotá,Chapinero,15:06:00,4.663990821,-74.03247314,Bogotá,Suba,16:25:12,4.753929479,-74.06914045,MOTO,Casa
Bogotá,Santa Fe,06:00:00,4.609588836,-74.01255126,Bogotá,Puente Aranda,06:49:48,4.63473084,-74.11653001,MOTO,Trabajo
Bogotá,Puente Aranda,18:00:00,4.638440592,-74.10422244,Bogotá,Santa Fe,19:15:00,4.59691691,-74.04614661,MOTO,Casa
Bogotá,Ciudad Bolivar,06:01:12,4.542489076,-74.15104475,Bogotá,Tunjuelito,07:00:00,4.589746535,-74.13839879,MOTO,Salud
Bogotá,Tunjuelito,07:00:00,4.58049128,-74.1358423,Bogotá,Teusaquillo,10:00:00,4.622855243,-74.07333721,MOTO,Salud
Bogotá,Teusaquillo,10:13:12,4.643486048,-74.07167899,Bogotá,Ciudad Bolivar,10:58:12,4.54798648,-74.16825563,MOTO,Casa
Bogotá,Ciudad Bolivar,06:15:00,4.432361267,-74.18226493,Bogotá,Antonio Nariño,06:30:00,4.577512443,-74.0948951,MOTO,Salud
Bogotá,Antonio Nariño,17:45:00,4.596723185,-74.10623554,Bogotá,Ciudad Bolivar,18:00:00,4.406216831,-74.18316076,MOTO,Casa
Bogotá,Engativa,10:00:00,4.693556347,-74.1198237,Bogotá,Engativa,10:15:00,4.690778507,-74.08227473,MOTO,Trabajo
Bogotá,Engativa,12:00:00,4.68909396,-74.11464308,Bogotá,Engativa,12:15:00,4.689578352,-74.11680638,MOTO,Casa
Bogotá,Rafael Uribe Uribe,10:00:00,4.543303549,-74.1180025,Bogotá,Rafael Uribe Uribe,10:19:48,4.584048065,-74.12975754,MOTO,Diligencia
Bogotá,Rafael Uribe Uribe,13:10:12,4.547232101,-74.11542651,Bogotá,Rafael Uribe Uribe,13:25:12,4.553165268,-74.11347478,MOTO,Casa
Bogotá,Ciudad Bolivar,05:30:00,4.410687579,-74.19704373,Bogotá,Chapinero,06:30:00,4.612897408,-74.04096337,MOTO,Trabajo
Bogotá,Chapinero,18:04:48,4.620854771,-73.99923765,Bogotá,Ciudad Bolivar,19:04:48,4.445377869,-74.17387916,MOTO,Casa
Bogotá,Engativa,06:00:00,4.7254919,-74.14492047,Bogotá,Barrios Unidos,07:40:12,4.66277589,-74.06667765,MOTO,Trabajo
Bogotá,Barrios Unidos,15:19:48,4.671829291,-74.07866717,Bogotá,Engativa,17:00:00,4.693019195,-74.09390739,MOTO,Casa
Bogotá,Ciudad Bolivar,04:30:00,4.47511231,-74.13133392,Bogotá,Ciudad Bolivar,06:00:00,4.472781946,-74.14862913,MOTO,Trabajo
Bogotá,Ciudad Bolivar,19:30:00,4.387486208,-74.20444729,Bogotá,Ciudad Bolivar,21:00:00,4.387481865,-74.19052456,MOTO,Casa
Bogotá,Ciudad Bolivar,04:40:12,4.415568206,-74.15584217,Bogotá,Chapinero,07:00:00,4.630337593,-74.01450197,MOTO,Trabajo
Bogotá,Chapinero,16:49:48,4.674472042,-74.03722828,Bogotá,Ciudad Bolivar,19:10:12,4.564503406,-74.16675729,MOTO,Casa
Bogotá,Fontibon,15:10:12,4.662785913,-74.1152272,Bogotá,Suba,15:34:48,4.734419268,-74.09399013,MOTO,Recreacion
Bogotá,Engativa,07:19:48,4.700232896,-74.08832769,Bogotá,Chapinero,07:52:48,4.678612571,-74.04244575,MOTO,Trabajo
Bogotá,Chapinero,17:13:12,4.643807164,-74.06396561,Bogotá,Engativa,18:00:00,4.702712231,-74.12507983,MOTO,Casa
Bogotá,Engativa,06:30:00,4.696762111,-74.11251506,Bogotá,Fontibon,07:06:00,4.660137324,-74.13224814,MOTO,Trabajo
Bogotá,Fontibon,16:19:48,4.657345795,-74.11409104,Bogotá,Engativa,16:55:48,4.700257638,-74.11553242,MOTO,Casa
Bogotá,Kennedy,08:30:00,4.618690692,-74.18223263,Bogotá,Suba,10:01:12,4.692384932,-74.06382018,MOTO,Estudio
Bogotá,Suba,19:00:00,4.74328349,-74.05944468,Bogotá,Kennedy,20:45:00,4.657802605,-74.13936038,MOTO,Casa
Bogotá,Suba,06:00:00,4.735331605,-74.06428588,Bogotá,Suba,07:00:00,4.759385877,-74.05834209,MOTO,Trabajo
Bogotá,Suba,17:00:00,4.826764537,-74.05288503,Bogotá,Suba,18:00:00,4.748811482,-74.05898592,MOTO,Casa
Bogotá,Ciudad Bolivar,14:00:00,4.507898748,-74.1402101,Bogotá,Engativa,14:40:12,4.707355042,-74.09174609,MOTO,Diligencia
Bogotá,Engativa,06:40:12,4.675074623,-74.11673861,Bogotá,Chapinero,07:10:12,4.630515529,-74.05057311,MOTO,Estudio
Bogotá,Chapinero,13:00:00,4.679303695,-74.05449179,Bogotá,Engativa,13:30:00,4.70797505,-74.12049591,MOTO,Casa
Bogotá,Engativa,06:40:12,4.724362404,-74.1409862,Bogotá,Chapinero,07:15:00,4.628935715,-74.02921919,MOTO,Estudio
Bogotá,Ciudad Bolivar,14:00:00,4.394357899,-74.16784568,Bogotá,Engativa,15:30:00,4.725421235,-74.13279663,MOTO,Salud
Bogotá,Kennedy,07:30:00,4.641856034,-74.14324686,Bogotá,Candelaria,08:10:12,4.599076119,-74.07017983,MOTO,Trabajo
Bogotá,Candelaria,19:19:48,4.59609168,-74.06840371,Bogotá,Kennedy,20:00:00,4.653207907,-74.16664169,MOTO,Casa
Bogotá,Bosa,07:30:00,4.646808344,-74.19873792,Bogotá,Barrios Unidos,08:30:00,4.674435377,-74.07860093,MOTO,Trabajo
Bogotá,Barrios Unidos,18:30:00,4.684357336,-74.06689411,Bogotá,Bosa,19:30:00,4.629397837,-74.19408192,MOTO,Casa
Bogotá,San Cristóbal,12:46:12,4.572741411,-74.05908015,Bogotá,Ciudad Bolivar,12:55:12,4.414367942,-74.15036158,MOTO,Casa
Bogotá,Puente Aranda,18:40:12,4.626494375,-74.12167961,Bogotá,Usme,20:00:00,4.444185824,-74.13228636,MOTO,Casa
Bogotá,Usaquen,07:00:00,4.671101533,-74.00642476,Bogotá,Chapinero,07:40:12,4.662071161,-74.05378634,MOTO,Trabajo
Bogotá,Chapinero,15:19:48,4.663407181,-74.04988623,Bogotá,Usaquen,16:00:00,4.75387812,-74.02173811,MOTO,Casa
Bogotá,Rafael Uribe Uribe,05:00:00,4.554065196,-74.11756555,Bogotá,Puente Aranda,05:30:00,4.60822924,-74.09832134,MOTO,Diligencia
Bogotá,Puente Aranda,06:10:12,4.619138719,-74.11711536,Bogotá,Rafael Uribe Uribe,06:34:48,4.575452019,-74.10183184,MOTO,Casa
Bogotá,Rafael Uribe Uribe,05:49:48,4.55845308,-74.12189898,Bogotá,Los Martires,06:10:12,4.609308246,-74.09227727,MOTO,Diligencia
Bogotá,Los Martires,07:10:12,4.619598695,-74.08150781,Bogotá,Rafael Uribe Uribe,07:34:48,4.581982369,-74.12540718,MOTO,Casa
Bogotá,Ciudad Bolivar,06:30:00,4.478001315,-74.16016398,Bogotá,Ciudad Bolivar,06:45:00,4.510196305,-74.12931075,MOTO,Trabajo
Bogotá,Ciudad Bolivar,18:00:00,4.514052856,-74.1483342,Bogotá,Ciudad Bolivar,18:15:00,4.396853613,-74.19035035,MOTO,Casa
Bogotá,Ciudad Bolivar,05:30:00,4.53148355,-74.17150378,Bogotá,Puente Aranda,06:15:00,4.636114303,-74.10615372,MOTO,Trabajo
Bogotá,Puente Aranda,15:15:00,4.599710039,-74.121224,Bogotá,Ciudad Bolivar,16:00:00,4.543160418,-74.16610281,MOTO,Casa
Bogotá,Kennedy,09:00:00,4.622420932,-74.13399056,Bogotá,Chapinero,09:55:12,4.625287756,-74.03335906,MOTO,Trabajo
Bogotá,Chapinero,19:00:00,4.628386347,-74.06129793,Bogotá,Kennedy,20:45:00,4.629842177,-74.16055359,MOTO,Casa
Bogotá,Bosa,07:00:00,4.630707647,-74.20463495,Bogotá,Kennedy,07:40:12,4.661758283,-74.1602729,MOTO,Trabajo
Bogotá,Kennedy,10:45:00,4.608773521,-74.13149146,Bogotá,Bosa,12:00:00,4.616934748,-74.19910584,MOTO,Recreacion
Bogotá,Bosa,12:07:12,4.628418037,-74.19377463,Bogotá,Kennedy,13:12:00,4.626456818,-74.17050884,MOTO,Trabajo
Bogotá,Kennedy,16:34:48,4.650776921,-74.15902918,Bogotá,Bosa,17:34:48,4.605533202,-74.1901858,MOTO,Casa
Bogotá,Bosa,06:00:00,4.630981695,-74.18299896,Bogotá,Kennedy,06:30:00,4.630789204,-74.15217116,MOTO,Trabajo
Bogotá,Kennedy,15:30:00,4.625292342,-74.1484154,Bogotá,Bosa,16:00:00,4.646487632,-74.20132151,MOTO,Casa
Bogotá,San Cristóbal,11:00:00,4.549862292,-74.03276248,Bogotá,Chapinero,12:30:00,4.620520402,-74.02131072,MOTO,Estudio
Bogotá,Kennedy,06:00:00,4.639479751,-74.16897009,Bogotá,Los Martires,07:00:00,4.612880403,-74.08181551,MOTO,Trabajo
Bogotá,Los Martires,18:00:00,4.614364775,-74.08006657,Bogotá,Kennedy,19:10:12,4.608448758,-74.15238138,MOTO,Casa
